env_GANTRY_VERSION,env_GITHUB_REPO,env_GIT_REF,env_LEARNING_RATE,env_METHOD,env_MODEL,env_PIP_REQUIREMENTS_FILE,env_PYTHON_VERSION,env_RANK,env_SEED,env_TASK,env_WANDB_MODE,experiment_id,experiment_name,metrics_epoch,metrics_eval_accuracy,metrics_eval_loss,metrics_eval_macro-f1,metrics_eval_micro-f1,metrics_eval_runtime,metrics_eval_samples,metrics_eval_samples_per_second,metrics_eval_steps_per_second,task_canceled,task_id,task_name
0.17.0,jacob-morrison/lora-investigation,f541f8197f98898a7eab8d3ff1969cf7128110fa,5e-4,LoRA,gpt2,requirements.txt,3.9,676,2,hellaswag,,01HA6C3J9N8ET1K8GTZSFXCJTW,,,,,,,,,,,2023-09-13 05:39:28.08255 +0000 UTC,01HA6C3J9Q0HRPQVV85PFA3ZKK,hellaswag-gpt2-lora_676-lr_5e-4-seed_2
0.17.0,jacob-morrison/lora-investigation,f541f8197f98898a7eab8d3ff1969cf7128110fa,5e-4,LoRA,gpt2,requirements.txt,3.9,676,2,hellaswag,,01HA6C3J9N8ET1K8GTZSFXCJTW,,,,,,,,,,,2023-09-13 08:48:11.192835 +0000 UTC,01HA6C3J9Q0HRPQVV85PFA3ZKK,hellaswag-gpt2-lora_676-lr_5e-4-seed_2
0.17.0,jacob-morrison/lora-investigation,f541f8197f98898a7eab8d3ff1969cf7128110fa,5e-4,LoRA,gpt2,requirements.txt,3.9,676,2,hellaswag,,01HA6C3J9N8ET1K8GTZSFXCJTW,,,,,,,,,,,2023-09-13 12:35:51.685783 +0000 UTC,01HA6C3J9Q0HRPQVV85PFA3ZKK,hellaswag-gpt2-lora_676-lr_5e-4-seed_2
0.17.0,jacob-morrison/lora-investigation,f541f8197f98898a7eab8d3ff1969cf7128110fa,5e-4,LoRA,gpt2,requirements.txt,3.9,676,2,hellaswag,,01HA6C3J9N8ET1K8GTZSFXCJTW,,3.76,0.25731925911173076,1.3916337490081787,0.10233663366336634,0.25731925911173076,276.4893,10042,36.32,4.543,,01HA6C3J9Q0HRPQVV85PFA3ZKK,hellaswag-gpt2-lora_676-lr_5e-4-seed_2
0.17.0,jacob-morrison/lora-investigation,f541f8197f98898a7eab8d3ff1969cf7128110fa,5e-4,LoRA,gpt2,requirements.txt,3.9,1351,2,hellaswag,,01HA6C3MTQ11NB7C2WRRPEYEZ6,,,,,,,,,,,2023-09-13 04:30:48.030437 +0000 UTC,01HA6C3MTS4CNNE78P2XFFHZA1,hellaswag-gpt2-lora_1351-lr_5e-4-seed_2
0.17.0,jacob-morrison/lora-investigation,f541f8197f98898a7eab8d3ff1969cf7128110fa,5e-4,LoRA,gpt2,requirements.txt,3.9,1351,2,hellaswag,,01HA6C3MTQ11NB7C2WRRPEYEZ6,,,,,,,,,,,2023-09-13 05:39:55.963567 +0000 UTC,01HA6C3MTS4CNNE78P2XFFHZA1,hellaswag-gpt2-lora_1351-lr_5e-4-seed_2
0.17.0,jacob-morrison/lora-investigation,f541f8197f98898a7eab8d3ff1969cf7128110fa,5e-4,LoRA,gpt2,requirements.txt,3.9,1351,2,hellaswag,,01HA6C3MTQ11NB7C2WRRPEYEZ6,,3.76,0.25731925911173076,1.3867954015731812,0.10232852843339142,0.25731925911173076,319.7029,10042,31.41,3.929,,01HA6C3MTS4CNNE78P2XFFHZA1,hellaswag-gpt2-lora_1351-lr_5e-4-seed_2
0.17.0,jacob-morrison/lora-investigation,f541f8197f98898a7eab8d3ff1969cf7128110fa,5e-4,LoRA,gpt2,requirements.txt,3.9,2026,2,hellaswag,,01HA6C3QVXSSWKABK0M6B5ZWN9,,,,,,,,,,,2023-09-13 04:30:48.027395 +0000 UTC,01HA6C3QVZG861GZKSEM9KVXT3,hellaswag-gpt2-lora_2026-lr_5e-4-seed_2
0.17.0,jacob-morrison/lora-investigation,f541f8197f98898a7eab8d3ff1969cf7128110fa,5e-4,LoRA,gpt2,requirements.txt,3.9,2026,2,hellaswag,,01HA6C3QVXSSWKABK0M6B5ZWN9,,,,,,,,,,,2023-09-13 05:40:23.545475 +0000 UTC,01HA6C3QVZG861GZKSEM9KVXT3,hellaswag-gpt2-lora_2026-lr_5e-4-seed_2
0.17.0,jacob-morrison/lora-investigation,f541f8197f98898a7eab8d3ff1969cf7128110fa,5e-4,LoRA,gpt2,requirements.txt,3.9,2026,2,hellaswag,,01HA6C3QVXSSWKABK0M6B5ZWN9,,,,,,,,,,,2023-09-13 08:49:34.318361 +0000 UTC,01HA6C3QVZG861GZKSEM9KVXT3,hellaswag-gpt2-lora_2026-lr_5e-4-seed_2
0.17.0,jacob-morrison/lora-investigation,f541f8197f98898a7eab8d3ff1969cf7128110fa,5e-4,LoRA,gpt2,requirements.txt,3.9,2026,2,hellaswag,,01HA6C3QVXSSWKABK0M6B5ZWN9,,,,,,,,,,,2023-09-13 12:36:02.516286 +0000 UTC,01HA6C3QVZG861GZKSEM9KVXT3,hellaswag-gpt2-lora_2026-lr_5e-4-seed_2
0.17.0,jacob-morrison/lora-investigation,f541f8197f98898a7eab8d3ff1969cf7128110fa,5e-4,LoRA,gpt2,requirements.txt,3.9,2026,2,hellaswag,,01HA6C3QVXSSWKABK0M6B5ZWN9,,3.76,0.25731925911173076,1.387121319770813,0.10232852843339142,0.25731925911173076,331.227,10042,30.318,3.792,,01HA6C3QVZG861GZKSEM9KVXT3,hellaswag-gpt2-lora_2026-lr_5e-4-seed_2
0.17.0,jacob-morrison/lora-investigation,f541f8197f98898a7eab8d3ff1969cf7128110fa,5e-4,LoRA,gpt2,requirements.txt,3.9,2701,2,hellaswag,,01HA6C3TT2TV7BTVZNAY2R2KQW,,,,,,,,,,,2023-09-13 04:30:18.765966 +0000 UTC,01HA6C3TT4RDW7Y9M65C4AQX5M,hellaswag-gpt2-lora_2701-lr_5e-4-seed_2
0.17.0,jacob-morrison/lora-investigation,f541f8197f98898a7eab8d3ff1969cf7128110fa,5e-4,LoRA,gpt2,requirements.txt,3.9,2701,2,hellaswag,,01HA6C3TT2TV7BTVZNAY2R2KQW,,,,,,,,,,,2023-09-13 08:53:17.86362 +0000 UTC,01HA6C3TT4RDW7Y9M65C4AQX5M,hellaswag-gpt2-lora_2701-lr_5e-4-seed_2
0.17.0,jacob-morrison/lora-investigation,f541f8197f98898a7eab8d3ff1969cf7128110fa,5e-4,LoRA,gpt2,requirements.txt,3.9,2701,2,hellaswag,,01HA6C3TT2TV7BTVZNAY2R2KQW,,,,,,,,,,,2023-09-13 05:52:58.469025 +0000 UTC,01HA6C3TT4RDW7Y9M65C4AQX5M,hellaswag-gpt2-lora_2701-lr_5e-4-seed_2
0.17.0,jacob-morrison/lora-investigation,f541f8197f98898a7eab8d3ff1969cf7128110fa,5e-4,LoRA,gpt2,requirements.txt,3.9,2701,2,hellaswag,,01HA6C3TT2TV7BTVZNAY2R2KQW,,,,,,,,,,,2023-09-13 12:36:30.131646 +0000 UTC,01HA6C3TT4RDW7Y9M65C4AQX5M,hellaswag-gpt2-lora_2701-lr_5e-4-seed_2
0.17.0,jacob-morrison/lora-investigation,f541f8197f98898a7eab8d3ff1969cf7128110fa,5e-4,LoRA,gpt2,requirements.txt,3.9,2701,2,hellaswag,,01HA6C3TT2TV7BTVZNAY2R2KQW,,3.76,0.25731925911173076,1.3871535062789917,0.10232852843339142,0.25731925911173076,365.7166,10042,27.458,3.434,,01HA6C3TT4RDW7Y9M65C4AQX5M,hellaswag-gpt2-lora_2701-lr_5e-4-seed_2
0.17.0,jacob-morrison/lora-investigation,f541f8197f98898a7eab8d3ff1969cf7128110fa,5e-5,full_finetuning,gpt2,requirements.txt,3.9,-1,3,hellaswag,,01HA6C3XTVC6HYGJ1J7V1QD66Q,,,,,,,,,,,2023-09-13 04:30:18.762738 +0000 UTC,01HA6C3XTXVWXW70PDX2QZZFHJ,hellaswag-gpt2-full_finetuning-lr_5e-5-seed_3
0.17.0,jacob-morrison/lora-investigation,f541f8197f98898a7eab8d3ff1969cf7128110fa,5e-5,full_finetuning,gpt2,requirements.txt,3.9,-1,3,hellaswag,,01HA6C3XTVC6HYGJ1J7V1QD66Q,,,,,,,,,,,2023-09-13 05:48:41.703211 +0000 UTC,01HA6C3XTXVWXW70PDX2QZZFHJ,hellaswag-gpt2-full_finetuning-lr_5e-5-seed_3
0.17.0,jacob-morrison/lora-investigation,f541f8197f98898a7eab8d3ff1969cf7128110fa,5e-5,full_finetuning,gpt2,requirements.txt,3.9,-1,3,hellaswag,,01HA6C3XTVC6HYGJ1J7V1QD66Q,,3.76,0.25731925911173076,1.386878252029419,0.10232852843339142,0.25731925911173076,239.9029,10042,41.859,5.235,,01HA6C3XTXVWXW70PDX2QZZFHJ,hellaswag-gpt2-full_finetuning-lr_5e-5-seed_3
0.17.0,jacob-morrison/lora-investigation,f541f8197f98898a7eab8d3ff1969cf7128110fa,5e-4,LoRA,gpt2,requirements.txt,3.9,1,3,hellaswag,,01HA6C40P35YNRGKGS8RBB4BYB,,,,,,,,,,,2023-09-13 04:30:41.561546 +0000 UTC,01HA6C40P56QZHQ6K6BTDC75FY,hellaswag-gpt2-lora_1-lr_5e-4-seed_3
0.17.0,jacob-morrison/lora-investigation,f541f8197f98898a7eab8d3ff1969cf7128110fa,5e-4,LoRA,gpt2,requirements.txt,3.9,1,3,hellaswag,,01HA6C40P35YNRGKGS8RBB4BYB,,,,,,,,,,,2023-09-13 05:52:58.471583 +0000 UTC,01HA6C40P56QZHQ6K6BTDC75FY,hellaswag-gpt2-lora_1-lr_5e-4-seed_3
0.17.0,jacob-morrison/lora-investigation,f541f8197f98898a7eab8d3ff1969cf7128110fa,5e-4,LoRA,gpt2,requirements.txt,3.9,1,3,hellaswag,,01HA6C40P35YNRGKGS8RBB4BYB,,,,,,,,,,,2023-09-13 08:50:01.815432 +0000 UTC,01HA6C40P56QZHQ6K6BTDC75FY,hellaswag-gpt2-lora_1-lr_5e-4-seed_3
0.17.0,jacob-morrison/lora-investigation,f541f8197f98898a7eab8d3ff1969cf7128110fa,5e-4,LoRA,gpt2,requirements.txt,3.9,1,3,hellaswag,,01HA6C40P35YNRGKGS8RBB4BYB,,,,,,,,,,,2023-09-13 12:36:19.362419 +0000 UTC,01HA6C40P56QZHQ6K6BTDC75FY,hellaswag-gpt2-lora_1-lr_5e-4-seed_3
0.17.0,jacob-morrison/lora-investigation,f541f8197f98898a7eab8d3ff1969cf7128110fa,5e-4,LoRA,gpt2,requirements.txt,3.9,1,3,hellaswag,,01HA6C40P35YNRGKGS8RBB4BYB,,3.76,0.25731925911173076,1.3887814283370972,0.10232852843339142,0.25731925911173076,253.8569,10042,39.558,4.948,,01HA6C40P56QZHQ6K6BTDC75FY,hellaswag-gpt2-lora_1-lr_5e-4-seed_3
0.17.0,jacob-morrison/lora-investigation,f541f8197f98898a7eab8d3ff1969cf7128110fa,5e-4,LoRA,gpt2,requirements.txt,3.9,2,3,hellaswag,,01HA6C43NZZHWX8KXZYSSXPS28,,,,,,,,,,,2023-09-13 05:34:47.318676 +0000 UTC,01HA6C43P1B092KFA524T1Z4ZM,hellaswag-gpt2-lora_2-lr_5e-4-seed_3
0.17.0,jacob-morrison/lora-investigation,f541f8197f98898a7eab8d3ff1969cf7128110fa,5e-4,LoRA,gpt2,requirements.txt,3.9,2,3,hellaswag,,01HA6C43NZZHWX8KXZYSSXPS28,,,,,,,,,,,2023-09-13 08:42:39.652158 +0000 UTC,01HA6C43P1B092KFA524T1Z4ZM,hellaswag-gpt2-lora_2-lr_5e-4-seed_3
0.17.0,jacob-morrison/lora-investigation,f541f8197f98898a7eab8d3ff1969cf7128110fa,5e-4,LoRA,gpt2,requirements.txt,3.9,2,3,hellaswag,,01HA6C43NZZHWX8KXZYSSXPS28,,,,,,,,,,,2023-09-13 10:04:31.355868 +0000 UTC,01HA6C43P1B092KFA524T1Z4ZM,hellaswag-gpt2-lora_2-lr_5e-4-seed_3
0.17.0,jacob-morrison/lora-investigation,f541f8197f98898a7eab8d3ff1969cf7128110fa,5e-4,LoRA,gpt2,requirements.txt,3.9,2,3,hellaswag,,01HA6C43NZZHWX8KXZYSSXPS28,,,,,,,,,,,2023-09-13 18:01:28.444441 +0000 UTC,01HA6C43P1B092KFA524T1Z4ZM,hellaswag-gpt2-lora_2-lr_5e-4-seed_3
0.17.0,jacob-morrison/lora-investigation,f541f8197f98898a7eab8d3ff1969cf7128110fa,5e-4,LoRA,gpt2,requirements.txt,3.9,2,3,hellaswag,,01HA6C43NZZHWX8KXZYSSXPS28,,3.76,0.2581159131647082,1.386254906654358,0.19504491571240673,0.2581159131647082,262.1711,10042,38.303,4.791,,01HA6C43P1B092KFA524T1Z4ZM,hellaswag-gpt2-lora_2-lr_5e-4-seed_3
0.17.0,jacob-morrison/lora-investigation,f541f8197f98898a7eab8d3ff1969cf7128110fa,5e-4,LoRA,gpt2,requirements.txt,3.9,4,3,hellaswag,,01HA6C46MV2N5SSMBVRYA0PCJZ,,,,,,,,,,,2023-09-13 05:35:15.31931 +0000 UTC,01HA6C46MXXAQB9C94TKYBHSM6,hellaswag-gpt2-lora_4-lr_5e-4-seed_3
0.17.0,jacob-morrison/lora-investigation,f541f8197f98898a7eab8d3ff1969cf7128110fa,5e-4,LoRA,gpt2,requirements.txt,3.9,4,3,hellaswag,,01HA6C46MV2N5SSMBVRYA0PCJZ,,3.76,0.25731925911173076,1.387180209159851,0.10232852843339142,0.25731925911173076,467.9553,10042,21.459,2.684,,01HA6C46MXXAQB9C94TKYBHSM6,hellaswag-gpt2-lora_4-lr_5e-4-seed_3
0.17.0,jacob-morrison/lora-investigation,f541f8197f98898a7eab8d3ff1969cf7128110fa,5e-4,LoRA,gpt2,requirements.txt,3.9,8,3,hellaswag,,01HA6C49MGGM76KD342V8F9KY8,,3.76,0.25731925911173076,1.3866090774536133,0.12290937846546054,0.25731925911173076,248.1398,10042,40.469,5.062,,01HA6C49MJB39XNRSM7NV82P1J,hellaswag-gpt2-lora_8-lr_5e-4-seed_3
0.17.0,jacob-morrison/lora-investigation,f541f8197f98898a7eab8d3ff1969cf7128110fa,5e-4,LoRA,gpt2,requirements.txt,3.9,8,3,hellaswag,,01HA6C49MGGM76KD342V8F9KY8,,,,,,,,,,,2023-09-13 04:42:50.426906 +0000 UTC,01HA6C49MJB39XNRSM7NV82P1J,hellaswag-gpt2-lora_8-lr_5e-4-seed_3
0.17.0,jacob-morrison/lora-investigation,f541f8197f98898a7eab8d3ff1969cf7128110fa,5e-4,LoRA,gpt2,requirements.txt,3.9,16,3,hellaswag,,01HA6C4CNP9GG1QEG1G0K9VH5H,,,,,,,,,,,2023-09-13 04:42:50.424475 +0000 UTC,01HA6C4CNQC05KFRNWA38KN8B3,hellaswag-gpt2-lora_16-lr_5e-4-seed_3
0.17.0,jacob-morrison/lora-investigation,f541f8197f98898a7eab8d3ff1969cf7128110fa,5e-4,LoRA,gpt2,requirements.txt,3.9,16,3,hellaswag,,01HA6C4CNP9GG1QEG1G0K9VH5H,,,,,,,,,,,2023-09-13 06:18:17.803981 +0000 UTC,01HA6C4CNQC05KFRNWA38KN8B3,hellaswag-gpt2-lora_16-lr_5e-4-seed_3
0.17.0,jacob-morrison/lora-investigation,f541f8197f98898a7eab8d3ff1969cf7128110fa,5e-4,LoRA,gpt2,requirements.txt,3.9,16,3,hellaswag,,01HA6C4CNP9GG1QEG1G0K9VH5H,,,,,,,,,,,2023-09-13 09:07:25.212606 +0000 UTC,01HA6C4CNQC05KFRNWA38KN8B3,hellaswag-gpt2-lora_16-lr_5e-4-seed_3
0.17.0,jacob-morrison/lora-investigation,f541f8197f98898a7eab8d3ff1969cf7128110fa,5e-4,LoRA,gpt2,requirements.txt,3.9,16,3,hellaswag,,01HA6C4CNP9GG1QEG1G0K9VH5H,,,,,,,,,,,2023-09-13 14:08:38.579934 +0000 UTC,01HA6C4CNQC05KFRNWA38KN8B3,hellaswag-gpt2-lora_16-lr_5e-4-seed_3
0.17.0,jacob-morrison/lora-investigation,f541f8197f98898a7eab8d3ff1969cf7128110fa,5e-4,LoRA,gpt2,requirements.txt,3.9,16,3,hellaswag,,01HA6C4CNP9GG1QEG1G0K9VH5H,,3.76,0.25731925911173076,1.3885759115219116,0.10232852843339142,0.25731925911173076,250.7794,10042,40.043,5.008,,01HA6C4CNQC05KFRNWA38KN8B3,hellaswag-gpt2-lora_16-lr_5e-4-seed_3
0.17.0,jacob-morrison/lora-investigation,f541f8197f98898a7eab8d3ff1969cf7128110fa,5e-4,LoRA,gpt2,requirements.txt,3.9,32,3,hellaswag,,01HA6C4FQHNRG895AT59JBTEHE,,,,,,,,,,,2023-09-13 04:42:50.421867 +0000 UTC,01HA6C4FQKWRVN4N0W9CCEHG6G,hellaswag-gpt2-lora_32-lr_5e-4-seed_3
0.17.0,jacob-morrison/lora-investigation,f541f8197f98898a7eab8d3ff1969cf7128110fa,5e-4,LoRA,gpt2,requirements.txt,3.9,32,3,hellaswag,,01HA6C4FQHNRG895AT59JBTEHE,,,,,,,,,,,2023-09-13 06:08:43.964026 +0000 UTC,01HA6C4FQKWRVN4N0W9CCEHG6G,hellaswag-gpt2-lora_32-lr_5e-4-seed_3
0.17.0,jacob-morrison/lora-investigation,f541f8197f98898a7eab8d3ff1969cf7128110fa,5e-4,LoRA,gpt2,requirements.txt,3.9,32,3,hellaswag,,01HA6C4FQHNRG895AT59JBTEHE,,3.76,0.25731925911173076,1.3865021467208862,0.10232852843339142,0.25731925911173076,250.2907,10042,40.121,5.018,,01HA6C4FQKWRVN4N0W9CCEHG6G,hellaswag-gpt2-lora_32-lr_5e-4-seed_3
0.17.0,jacob-morrison/lora-investigation,f541f8197f98898a7eab8d3ff1969cf7128110fa,5e-4,LoRA,gpt2,requirements.txt,3.9,64,3,hellaswag,,01HA6C4JGAP4XD9XYEHFG7ECNA,,,,,,,,,,,2023-09-13 04:42:50.419269 +0000 UTC,01HA6C4JGDF6ZDJNJMJ3F8F793,hellaswag-gpt2-lora_64-lr_5e-4-seed_3
0.17.0,jacob-morrison/lora-investigation,f541f8197f98898a7eab8d3ff1969cf7128110fa,5e-4,LoRA,gpt2,requirements.txt,3.9,64,3,hellaswag,,01HA6C4JGAP4XD9XYEHFG7ECNA,,,,,,,,,,,2023-09-13 06:08:43.961144 +0000 UTC,01HA6C4JGDF6ZDJNJMJ3F8F793,hellaswag-gpt2-lora_64-lr_5e-4-seed_3
0.17.0,jacob-morrison/lora-investigation,f541f8197f98898a7eab8d3ff1969cf7128110fa,5e-4,LoRA,gpt2,requirements.txt,3.9,64,3,hellaswag,,01HA6C4JGAP4XD9XYEHFG7ECNA,,3.76,0.2575184226249751,1.3865737915039062,0.10333451112979165,0.2575184226249751,251.168,10042,39.981,5.001,,01HA6C4JGDF6ZDJNJMJ3F8F793,hellaswag-gpt2-lora_64-lr_5e-4-seed_3
0.17.0,jacob-morrison/lora-investigation,f541f8197f98898a7eab8d3ff1969cf7128110fa,5e-4,LoRA,gpt2,requirements.txt,3.9,3376,3,hellaswag,,01HA6C4NFHVSR3GDNHVMG7TTVX,,,,,,,,,,,2023-09-13 04:43:17.722585 +0000 UTC,01HA6C4NFK47JR33PVCNBFGQW2,hellaswag-gpt2-lora_3376-lr_5e-4-seed_3
0.17.0,jacob-morrison/lora-investigation,f541f8197f98898a7eab8d3ff1969cf7128110fa,5e-4,LoRA,gpt2,requirements.txt,3.9,3376,3,hellaswag,,01HA6C4NFHVSR3GDNHVMG7TTVX,,3.76,0.25731925911173076,1.3871753215789795,0.10232852843339142,0.25731925911173076,372.6408,10042,26.948,3.371,,01HA6C4NFK47JR33PVCNBFGQW2,hellaswag-gpt2-lora_3376-lr_5e-4-seed_3
0.17.0,jacob-morrison/lora-investigation,f541f8197f98898a7eab8d3ff1969cf7128110fa,5e-4,LoRA,gpt2,requirements.txt,3.9,676,3,hellaswag,,01HA6C4RENS30NRHZ90KB4ARRC,,,,,,,,,,,2023-09-13 04:43:17.717544 +0000 UTC,01HA6C4REQA86W6SP1GCEJMQDK,hellaswag-gpt2-lora_676-lr_5e-4-seed_3
0.17.0,jacob-morrison/lora-investigation,f541f8197f98898a7eab8d3ff1969cf7128110fa,5e-4,LoRA,gpt2,requirements.txt,3.9,676,3,hellaswag,,01HA6C4RENS30NRHZ90KB4ARRC,,,,,,,,,,,2023-09-13 06:08:43.958421 +0000 UTC,01HA6C4REQA86W6SP1GCEJMQDK,hellaswag-gpt2-lora_676-lr_5e-4-seed_3
0.17.0,jacob-morrison/lora-investigation,f541f8197f98898a7eab8d3ff1969cf7128110fa,5e-4,LoRA,gpt2,requirements.txt,3.9,676,3,hellaswag,,01HA6C4RENS30NRHZ90KB4ARRC,,,,,,,,,,,2023-09-13 08:57:18.856289 +0000 UTC,01HA6C4REQA86W6SP1GCEJMQDK,hellaswag-gpt2-lora_676-lr_5e-4-seed_3
0.17.0,jacob-morrison/lora-investigation,f541f8197f98898a7eab8d3ff1969cf7128110fa,5e-4,LoRA,gpt2,requirements.txt,3.9,676,3,hellaswag,,01HA6C4RENS30NRHZ90KB4ARRC,,,,,,,,,,,2023-09-13 12:36:47.275234 +0000 UTC,01HA6C4REQA86W6SP1GCEJMQDK,hellaswag-gpt2-lora_676-lr_5e-4-seed_3
0.17.0,jacob-morrison/lora-investigation,f541f8197f98898a7eab8d3ff1969cf7128110fa,5e-4,LoRA,gpt2,requirements.txt,3.9,676,3,hellaswag,,01HA6C4RENS30NRHZ90KB4ARRC,,,,,,,,,,,2023-09-13 17:05:10.101428 +0000 UTC,01HA6C4REQA86W6SP1GCEJMQDK,hellaswag-gpt2-lora_676-lr_5e-4-seed_3
0.17.0,jacob-morrison/lora-investigation,f541f8197f98898a7eab8d3ff1969cf7128110fa,5e-4,LoRA,gpt2,requirements.txt,3.9,676,3,hellaswag,,01HA6C4RENS30NRHZ90KB4ARRC,,,,,,,,,,,2023-09-13 18:04:12.82589 +0000 UTC,01HA6C4REQA86W6SP1GCEJMQDK,hellaswag-gpt2-lora_676-lr_5e-4-seed_3
0.17.0,jacob-morrison/lora-investigation,f541f8197f98898a7eab8d3ff1969cf7128110fa,5e-4,LoRA,gpt2,requirements.txt,3.9,676,3,hellaswag,,01HA6C4RENS30NRHZ90KB4ARRC,,3.76,0.25801633140808605,1.3881850242614746,0.1262559088048344,0.25801633140808605,280.1094,10042,35.85,4.484,,01HA6C4REQA86W6SP1GCEJMQDK,hellaswag-gpt2-lora_676-lr_5e-4-seed_3
0.17.0,jacob-morrison/lora-investigation,f541f8197f98898a7eab8d3ff1969cf7128110fa,5e-4,LoRA,gpt2,requirements.txt,3.9,2026,3,hellaswag,,01HA6C4YBQE68PQQFDGDBWQWBJ,,,,,,,,,,,2023-09-13 04:43:17.715009 +0000 UTC,01HA6C4YBTFR94S9SZEMXKM12C,hellaswag-gpt2-lora_2026-lr_5e-4-seed_3
0.17.0,jacob-morrison/lora-investigation,f541f8197f98898a7eab8d3ff1969cf7128110fa,5e-4,LoRA,gpt2,requirements.txt,3.9,2026,3,hellaswag,,01HA6C4YBQE68PQQFDGDBWQWBJ,,,,,,,,,,,2023-09-13 06:08:43.955591 +0000 UTC,01HA6C4YBTFR94S9SZEMXKM12C,hellaswag-gpt2-lora_2026-lr_5e-4-seed_3
0.17.0,jacob-morrison/lora-investigation,f541f8197f98898a7eab8d3ff1969cf7128110fa,5e-4,LoRA,gpt2,requirements.txt,3.9,2026,3,hellaswag,,01HA6C4YBQE68PQQFDGDBWQWBJ,,,,,,,,,,,2023-09-13 08:57:36.073916 +0000 UTC,01HA6C4YBTFR94S9SZEMXKM12C,hellaswag-gpt2-lora_2026-lr_5e-4-seed_3
0.17.0,jacob-morrison/lora-investigation,f541f8197f98898a7eab8d3ff1969cf7128110fa,5e-4,LoRA,gpt2,requirements.txt,3.9,2026,3,hellaswag,,01HA6C4YBQE68PQQFDGDBWQWBJ,,,,,,,,,,,2023-09-13 12:37:15.090092 +0000 UTC,01HA6C4YBTFR94S9SZEMXKM12C,hellaswag-gpt2-lora_2026-lr_5e-4-seed_3
0.17.0,jacob-morrison/lora-investigation,f541f8197f98898a7eab8d3ff1969cf7128110fa,5e-4,LoRA,gpt2,requirements.txt,3.9,2026,3,hellaswag,,01HA6C4YBQE68PQQFDGDBWQWBJ,,,,,,,,,,,2023-09-13 17:30:09.183293 +0000 UTC,01HA6C4YBTFR94S9SZEMXKM12C,hellaswag-gpt2-lora_2026-lr_5e-4-seed_3
0.17.0,jacob-morrison/lora-investigation,f541f8197f98898a7eab8d3ff1969cf7128110fa,5e-4,LoRA,gpt2,requirements.txt,3.9,2026,3,hellaswag,,01HA6C4YBQE68PQQFDGDBWQWBJ,,,,,,,,,,,2023-09-13 18:17:03.52786 +0000 UTC,01HA6C4YBTFR94S9SZEMXKM12C,hellaswag-gpt2-lora_2026-lr_5e-4-seed_3
0.17.0,jacob-morrison/lora-investigation,f541f8197f98898a7eab8d3ff1969cf7128110fa,5e-4,LoRA,gpt2,requirements.txt,3.9,2026,3,hellaswag,,01HA6C4YBQE68PQQFDGDBWQWBJ,,3.76,0.2577175861382195,1.3869198560714722,0.1061303387901505,0.2577175861382195,337.593,10042,29.746,3.72,,01HA6C4YBTFR94S9SZEMXKM12C,hellaswag-gpt2-lora_2026-lr_5e-4-seed_3
0.17.0,jacob-morrison/lora-investigation,f541f8197f98898a7eab8d3ff1969cf7128110fa,5e-4,LoRA,gpt2,requirements.txt,3.9,1351,3,hellaswag,,01HA6C50B1P9DXB6S16GP882SC,,,,,,,,,,,2023-09-13 04:43:17.712494 +0000 UTC,01HA6C50B3Y4TTX4CQV2PK6KFW,hellaswag-gpt2-lora_1351-lr_5e-4-seed_3
0.17.0,jacob-morrison/lora-investigation,f541f8197f98898a7eab8d3ff1969cf7128110fa,5e-4,LoRA,gpt2,requirements.txt,3.9,1351,3,hellaswag,,01HA6C50B1P9DXB6S16GP882SC,,,,,,,,,,,2023-09-13 06:11:27.21262 +0000 UTC,01HA6C50B3Y4TTX4CQV2PK6KFW,hellaswag-gpt2-lora_1351-lr_5e-4-seed_3
0.17.0,jacob-morrison/lora-investigation,f541f8197f98898a7eab8d3ff1969cf7128110fa,5e-4,LoRA,gpt2,requirements.txt,3.9,1351,3,hellaswag,,01HA6C50B1P9DXB6S16GP882SC,,,,,,,,,,,2023-09-13 09:00:53.807931 +0000 UTC,01HA6C50B3Y4TTX4CQV2PK6KFW,hellaswag-gpt2-lora_1351-lr_5e-4-seed_3
0.17.0,jacob-morrison/lora-investigation,f541f8197f98898a7eab8d3ff1969cf7128110fa,5e-4,LoRA,gpt2,requirements.txt,3.9,1351,3,hellaswag,,01HA6C50B1P9DXB6S16GP882SC,,,,,,,,,,,2023-09-13 14:06:19.583931 +0000 UTC,01HA6C50B3Y4TTX4CQV2PK6KFW,hellaswag-gpt2-lora_1351-lr_5e-4-seed_3
0.17.0,jacob-morrison/lora-investigation,f541f8197f98898a7eab8d3ff1969cf7128110fa,5e-4,LoRA,gpt2,requirements.txt,3.9,1351,3,hellaswag,,01HA6C50B1P9DXB6S16GP882SC,,3.76,0.25731925911173076,1.3877310752868652,0.10232852843339142,0.25731925911173076,311.8587,10042,32.2,4.027,,01HA6C50B3Y4TTX4CQV2PK6KFW,hellaswag-gpt2-lora_1351-lr_5e-4-seed_3
0.17.0,jacob-morrison/lora-investigation,f541f8197f98898a7eab8d3ff1969cf7128110fa,5e-4,LoRA,gpt2,requirements.txt,3.9,2701,3,hellaswag,,01HA6C519W9KWXWN369BDYRMGF,,,,,,,,,,,2023-09-13 04:43:17.709766 +0000 UTC,01HA6C519YA7J5JYYKAP20Q70E,hellaswag-gpt2-lora_2701-lr_5e-4-seed_3
